pert_id,SMILES,jtvae_1,jtvae_2,jtvae_3,jtvae_4,jtvae_5,jtvae_6,jtvae_7,jtvae_8,jtvae_9,jtvae_10,jtvae_11,jtvae_12,jtvae_13,jtvae_14,jtvae_15,jtvae_16,jtvae_17,jtvae_18,jtvae_19,jtvae_20,jtvae_21,jtvae_22,jtvae_23,jtvae_24,jtvae_25,jtvae_26,jtvae_27,jtvae_28,jtvae_29,jtvae_30,jtvae_31,jtvae_32,jtvae_33,jtvae_34,jtvae_35,jtvae_36,jtvae_37,jtvae_38,jtvae_39,jtvae_40,jtvae_41,jtvae_42,jtvae_43,jtvae_44,jtvae_45,jtvae_46,jtvae_47,jtvae_48,jtvae_49,jtvae_50,jtvae_51,jtvae_52,jtvae_53,jtvae_54,jtvae_55,jtvae_56
BRD-A82329351,CCOC(=O)CN1C(=O)CC(CC(O)C2CC(C)CC(C)C2=O)CC1=O,-2.259135,-0.87916255,0.09212598,-3.2265215,3.9368494,-5.218047,-2.0006359,2.4225216,6.4793653,2.8725502,2.4915137,-1.5184561,0.85247105,1.6701647000000002,2.5750773,7.4211399999999985,1.8100104,-3.2450192,-0.58471185,-1.7683927,1.8768128,-0.6921643,3.788061,2.068018,-1.3559232,0.07670363,7.387772999999998,1.525365,0.22237246,-0.80609757,1.3026851000000002,0.26820296,0.051472913,1.0671824,-1.4286427,0.43937394,0.52951205,-0.51794416,-0.10085671,-0.2767573,-1.3277928999999995,0.68059427,0.033691168,-0.121068224,1.8590987,-1.06415,-0.008287117,0.43273124,0.44223934,-0.8035598,-0.3516143,1.1003506,0.5406207,-1.3999281,-1.5312444,1.0307633
BRD-K02607075,COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4cccc(c4)CC3N(C)CC2)CC[N+]1(C)C,5.383914,3.1628206000000003,-1.6290403999999998,-5.0250096,4.13501,-2.7024899,1.4488914,-0.5366696,-4.502595,-5.892359,-1.2738848,1.756665,2.1577117,3.8753326,7.2505465,-1.0729902,-3.735473,-1.3169316999999998,-0.6969004,4.0738454,-0.6241161999999999,-0.08065261,3.3463616000000003,-0.7162816999999999,0.9914617,5.964554,0.25346243,0.34964573,-0.07703698,1.211037,-0.38638306,0.4241051,0.9283478,-0.8523721,-0.104986146,0.05954412,1.0029857,-1.125822,-0.15060729,-0.3132633,-0.70960814,0.73762137,-0.000115029514,0.20198831,2.142593,0.9255056,-0.22000986,0.762505,-0.15015203,0.6217013000000001,-0.74144435,1.491044,1.4547607,0.32747424,0.44495156,0.30204988
BRD-A49906757,C[N+]1([O-])C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,-2.2194574,1.9385586,0.24953097,-2.1665087000000005,2.9148908,1.079678,2.1114573,-5.113072,-2.320578,2.745045,1.8799491,0.66360337,-3.1950936000000003,1.584258,2.194197,0.8980391,3.1953044,-0.8674089,-0.104676515,3.9932458,0.39353347,-3.3236716,7.4886050000000015,1.4137348,5.692774299999999,2.8197112,4.0362334,-0.6062904,0.64937437,0.4104439,0.33513242,-0.5373953,0.78650266,-0.2768069,-0.56469333,-0.93899524,1.2987858,-1.3124586,-0.6055455,-0.863883,-2.0009196,1.651213,0.059591696,1.5651885,1.6730696,-1.0214206,0.03548213,-0.81131274,-0.566621,-0.08583919999999999,-0.6542618,0.8928499,1.2743591,0.1591734,-0.15611205,0.6381028
BRD-K85242180,CCCOC(=O)c1cc2c(cn1)[nH]c1ccccc12,-0.23807341,3.3640478,0.94591147,0.6752391999999999,2.0857487,-0.7488030999999999,-1.637725,1.8327079,1.3885632,-1.1855086,-3.9141476,-2.4145448,-2.9592803,3.622938200000001,1.8392965,1.8372915,-2.5412924,-1.0311372,-1.0435487,0.30226820000000004,1.5716004,4.4123797,0.13769367,-3.2478964,-0.11942748,-3.983659,2.1895373,-2.993901,-0.1292615,1.6128969,-0.42331854,1.6486241,0.67555773,0.035144552999999995,-0.022141948,-0.72337615,0.23668464,1.2706723,-0.018385721,-1.22153,-0.6983617,0.94275296,-0.47603583,-0.40943873,1.1997004999999998,-0.20229863,0.13916734,1.3464524,-0.15596559999999998,0.22490428,-0.3378688,1.0566326,0.6253405,-1.6836122,1.6477259999999998,0.22522889
BRD-K78844995,O=C(NCCN1CCCCC1)c1ccc(I)cc1,-0.25876448,1.1442277,0.74539846,-3.221559,-6.317101,-2.186729,-2.9298024,1.6098983,-0.11749152,-0.6581075,2.5495431,0.23700643,1.0705383999999998,1.2571937,-2.6239707,-0.24273533,-0.6978269,1.5375513,1.5128468000000002,-4.544439,1.0152866,0.37574983,1.6789019,4.0452094,-0.4483663,1.4195879999999998,1.9852225,-2.5084984,-0.01738602,-0.20099574,-0.0016352609,-0.16088325,0.90937555,-0.51820654,1.1783645,0.31920066,-1.3625252,-0.3600487,-0.15885539999999998,0.23260766,-0.82629186,0.88022923,-0.10906552,0.0043132305,0.97750926,0.7972335,-1.3922736999999998,-0.16823909,0.5352471999999999,0.5774945,-0.94065607,0.3723454,0.4881495,-0.3035522,-0.61464083,-0.40173754
BRD-A45140972,C=C1c2c(Cl)ccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C12,1.7675596000000002,2.0205781000000003,-2.0387487,-3.991979,5.347008,-2.109613,-5.798013,-2.872787,1.5223613,2.3759868,0.08116291,2.7552135,6.7400850000000005,6.370659,16.96515,1.3809917,6.376551,0.1965797,-3.038395,-3.314997,6.5277777000000015,2.2458315,6.650707700000001,-0.51187366,2.7636285,6.730088,-3.4457245000000003,6.197708,-0.83597505,-0.6895564000000001,0.18763682,0.47756988,1.591924,0.35687870000000005,0.026307233,0.7257246,-0.43446672,-0.35424197,-0.66481644,0.041954488,0.60200936,1.5541584,0.5204055000000001,0.10373826,0.7199181,-0.63526475,0.061442055,-1.0423709,-0.47206622,-0.64114404,-0.09623557,0.71314925,0.8455315999999999,0.9572133,0.37291297,0.48794767
BRD-K63938928,COC(=O)c1cc(OC)c(=O)c2c(OC)c(OC)ccc2c1,2.7895494,4.1713815,-0.32539377,-2.252802,3.0655143,-2.4216046,0.754154,2.6798933,-0.8898016,-0.19873218,-0.33164114,-1.4853361,2.307878,6.516957,7.230993700000001,-1.1476961,0.6940147,-0.7887883000000001,-3.03088,-1.4553115,1.8420898,1.1561371,4.7722282,1.5557499,1.5012348,4.4511733,5.1027193,-2.376516,-0.010465343,-0.582854,-0.6970457,-0.03885807,1.4234831,0.41979384,-0.15895738,-1.0243694,-1.338717,-0.114184454,0.26953122,0.3198827,-0.11541842,1.275876,-0.24908186,-0.5640708000000001,0.5755494999999999,0.97289914,-0.43422383,-0.49238414,1.0815177,-0.9477335,0.09859106,0.9383481,1.2448828,-0.70959944,0.8227005,0.19141057
BRD-A27143604,N#CC(Cc1ccc(O)cc1)c1ccc(O)cc1,1.148605,-4.4608235,2.2488651,-2.6497552000000004,2.1614687000000004,0.42785406,2.0111060000000003,2.5409715,-2.0264359,0.9145424,2.25622,-3.6051345,2.1715843999999995,3.3833900000000003,-0.5889833000000001,-2.275469,1.2916477,1.2576928,4.3168206,2.6662736,0.67035836,-0.19546764,5.7081823,2.6230369,2.8539543,-1.3649878999999998,-2.316852,-2.1808605,-0.5899613,1.0383961,0.66357136,0.98291975,1.0575290000000002,0.56855404,2.5937767000000003,-1.3851907,-0.031185448,1.4217997,0.81947315,0.8412617,1.0174447,1.6910019,-0.58659637,1.1182231000000002,0.27253455,0.38645744,-0.2712372,-0.8461114,-0.1482684,0.41012928,0.5951179,0.6423703000000001,-0.7938324000000001,-1.5556145,-1.8493564,-1.0864329
BRD-K26573499,CN(C)c1ccc(C=C2CCCN=C2c2cccnc2)cc1,-0.05159924,-2.3063633,3.4114150000000003,-6.972213000000001,-0.14713556,2.070114,-1.2469431999999998,-2.8265,0.8637975,-2.761597,3.8068924,0.8235389000000001,0.46467492,0.89285195,-0.4765639,-1.3899885,-1.0040671,0.06906405,0.3558336,1.3306018999999998,-2.8950162,0.95793164,-0.28392738,-2.2441308,-2.9955013,0.69709635,-2.9312875,0.6516623,0.18561113,-0.31819743,-0.14879842,0.054446176,0.46745294,0.6472003000000001,1.1153793,-0.6388672,-0.65488446,0.5456847,-0.19510375,-1.1764245,2.2173817,0.42465332,0.8946939,1.2332503,1.6367048999999998,0.2005843,-0.49511874,-0.49181768,-0.72665405,-1.5237458000000002,0.24495557,-0.17352362,0.012814945,-1.4453105,0.32177007,0.1731512
BRD-K23623876,Fc1cccc(C=NN=Cc2cccc(F)c2)c1,1.5099018,-3.0079765,2.3893788,0.8792916999999999,-1.9510405,-0.41533107,2.790653,-5.111821,1.9716413,0.4732926,0.73287344,-3.9782443,0.98712987,4.8597775,-0.0368471,-3.8446467000000006,-3.2665238,1.5346904,1.6326033000000002,-1.389467,0.29113066,-1.5021014,-0.108431846,-1.5350757,-0.7664354,0.5305543,-0.13663995,2.516322,0.49893308,0.78502905,-0.5984428,1.8349613,-0.9547065,0.04959771,-1.4270864,0.94517744,1.1203078000000002,-0.95429194,0.68818456,-1.0444027,-0.5228279,-1.3384842,-0.63841736,1.0352393,0.7834766,-1.3181447,0.91719365,1.5994402,0.96155065,-1.0660083,1.1344941000000002,-0.073182106,1.1108255,0.31129515,-0.43877,-0.8499564000000001
BRD-K84709232,O=C(C=Cc1ccc(O)c(O)c1)OCCc1ccccc1,-0.26433504,1.3821564,5.236319,-2.8752012,0.5110969,0.28572065,1.1828683999999998,-1.6125473999999995,0.23571952,3.9326665,1.2166808,-3.9925966,4.6412807,5.180885,2.9301188,-0.66018397,-0.34620053,-0.4196042,-0.13582854,-0.95328057,2.2785065,-3.0016966,2.1517797,2.337686,4.1884193,-2.332114,0.070396855,-0.17386141,-0.8550769,1.022492,-1.0523834,-0.37681222,0.38140982,-0.116722345,0.59050643,-1.2380388,0.58488584,-0.17714365,0.5342538,-0.3953272,-0.32170096,0.34000640000000004,-0.44018424,-0.7586515,1.5553023,-0.20455988,1.0637026000000005,0.029160924,-0.26709843,0.016260623999999998,0.1799061,0.4916535,-0.031835556,-1.0588969,-0.54095197,-1.0692582
BRD-K23922020,C#CCOC(=O)C1=CCCN(C)C1,2.8546720000000003,0.96171814,-2.7075298,-3.4370291,-0.08230269,-2.1471756,-1.9449959,-0.14935437,-1.7030888,2.7589502,2.7805462000000003,0.789397,0.40862608,5.1379676,0.82375574,2.1928778,-2.3846226,4.1046376,-1.9250315,0.5147189999999999,3.1528215,3.0106196,-0.9635746,0.4316377,-1.1315824,-3.5257947,1.9038591,-1.0693675,0.68460834,-0.08358598,-1.2230108,0.43737173,0.28317246,1.4264085,-0.15307996,0.0013810098000000002,-1.8665899,0.3711662,0.14277452,-0.05081469,0.34057862,-0.35651976,0.953539,0.33319587,1.3180018999999998,-0.43952876,0.25402457,-0.6471085,-0.45146093,0.55098385,1.895181,0.14401673,1.1867825,-1.1478827,-1.4404156,-1.2169188
BRD-K09635314,Cc1cc(C)c(S(=O)(=O)Nc2cccc(C(F)(F)F)c2)c(C)c1,-1.2955422,-1.9556522,-2.4243202,1.7436371,5.2661495,1.7312396,-3.5150627999999995,-2.2576153,1.3772798000000002,-0.24437003,-3.155377,-0.4146862,-1.2032063999999998,0.85365534,2.9621396,-5.860343,-3.347259,-2.8923957,3.778124,-1.4032831,0.41869348,-3.1325536,-0.4100985,1.2690285,-2.6302915,1.7947064999999998,-0.64912784,1.7831264,0.12228518,-0.75009966,-0.7276703,0.044003814,0.28770405,-0.41494066,0.4998744000000001,-1.4997076,0.14556792,-0.38214046,-1.3712142,-0.24690187,-0.58947444,-0.59164244,0.8229529000000001,-0.0076782106999999985,0.7997626,-0.35150370000000003,0.21911365,-0.6917633000000001,0.87566775,-1.3039496000000002,-0.21044353,0.45070222,0.84025335,0.878942,-0.85048795,0.055090666
BRD-A94624445,CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC,-4.8642564,-4.439334400000001,5.350815,0.15504341,1.0139112,-0.9049847,-2.351676,2.3199508,0.873117,0.88258547,-1.9427549,4.8004994000000005,0.18351151,3.9558542,5.2822037,6.2639464999999985,-3.2015715,-2.7625222000000003,-4.2249317,3.2511662999999995,4.754933,-7.359134,-1.2536108,-3.297645,-0.01466503,-4.9985237,0.90612066,2.9494905,-0.6458509,0.3085771,-0.043775298,0.8207076999999999,0.5093986,0.11118207,0.30986336,0.6659805999999999,0.06583656,-0.19869967,-0.13234963,-0.03064812,0.50046134,-0.034105852,0.5467845,0.65580004,1.0425897,0.15365222,0.07521161,0.5924933000000001,-1.0389892,0.5659809,-0.2465094,1.6024228,1.2714477,-1.22538,-0.37538844,0.7913811
BRD-K96271548,COc1ccccc1C=CC(=O)O,1.870277,-0.56206363,0.037944797,-2.0486560000000003,2.0030723000000004,-1.8055,-1.078243,-2.5480614,-2.3167598,1.544075,1.598748,-5.714656,1.0599072,2.3723226000000004,2.165318,0.56323177,1.7917755000000002,1.7002478,-1.3878871000000002,-0.9794896,-0.6484839,-0.19469176,0.66197765,-0.49801794,0.95087016,-1.2776719,0.45855907,-1.6511025,-0.71548134,-0.8428803,-0.9155906,-1.0744457,0.6167716999999999,2.014157,-0.62219745,0.45240295,-0.9929176,-0.33438490000000004,0.64686084,-0.88717115,-0.45233262,-0.39082316,1.9930071,-0.2800086,1.0649576,1.0526084999999998,-0.6648909000000001,0.15143922,-0.07876828,-0.21398887,-1.3893702,-0.23362479,-0.16326895,-0.23159647,0.9208645,1.026074
BRD-K93325701,COc1c(C=O)c(O)cc2c1C(=O)c1ccccc1C2=O,-0.35329694,1.8427348,-3.3077292000000003,-1.6360792,2.1659722,-2.3405015,-0.054785676,0.3859123,-4.739758,2.84254,-0.88235587,-6.2671220000000005,-1.4473885,4.116937,7.670917999999999,-1.1839799,0.020669438,0.44340855,-0.1386973,-2.3304482,6.2963266,1.6397674,3.485431,1.0163983,-0.44114754,3.6782832,1.8881968,1.4826508,-0.18605763,-0.21849714,-1.1023242,0.06267549,1.9313877,-0.43055797,0.7352918,0.023653746,-0.19926885,-0.7258511,-1.1266453,-0.5243074999999999,-0.4902708,0.8414389999999999,1.7233206,-0.9743145,1.6813539,-0.48924294,-0.9935369,-0.26980287,0.8941964,-0.033075992,0.06663118,1.7169685,-0.20639405,-0.0014031157000000002,0.10625844,1.0072335
BRD-K12516989,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,0.039293595,1.3087559,-1.6645291000000002,1.5215933,1.6166416,-1.3886952,-0.06554617,1.9261093,-0.88706833,1.4766723999999998,-0.91860515,-4.992426,-5.0980873,4.014284,-1.1841867,-0.08898041,-2.791398,-0.605107,-2.4469361000000003,0.29291216,0.58274245,-0.15456307,-1.1100367,-3.4559252000000003,-0.9318483,-2.670891,-0.6576097,-1.368474,-1.089592,-1.6256262,-1.0993514,-0.19062933,0.9014664,1.500867,-0.9048059000000002,0.4160285,-0.4606501,-0.08497095,0.6778308000000001,-1.5137833,-0.26631188,0.6588833000000001,0.51090664,0.3542195,0.79691523,0.7596196999999999,-0.84970134,1.0551813,-0.31086734,1.0207382,-1.4110553,1.2117565,0.30664968,0.064489886,0.7449456,-0.036279242
BRD-K68392338,CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C,2.475458,2.674454,-1.5125376,-0.10463067,5.6007404,-2.0080104,-2.8478367,2.74065,1.979832,-0.9548176,-1.5413556000000002,0.45130563,-0.1242564,0.5953550999999999,3.192875,-0.8977194,1.6519064,-4.746955000000002,1.8193535,2.7932692,-0.05121982,2.845831,-0.33665335,0.18223828,0.5444979,-2.4086494,2.268684,0.217012,-0.42237574,-0.06104724,0.22891441,0.12498433,1.287531,0.58608866,1.1741784,-2.0104513,0.0035392270000000007,-0.13619243,-1.4862425,0.6538034,0.6294751999999999,0.35730392,-0.41077942,-1.1228443,1.0003072,-0.06810139,-0.53554404,-0.09209265,-0.041976213,0.36041185,0.34487888,0.95717335,0.554581,-0.70238733,1.46099,0.5402251
BRD-K05151076,CCCCCS(=O)(=O)CCCCCCCCCCn1c(-c2ccc(O)cc2)c(C)c2cc(O)ccc21,1.0821828000000002,-1.86816,7.6126027,-1.2631742,4.809309,0.52279705,-1.9828265,6.5296699999999985,9.069467,8.058045,-6.300886,-5.1267986,3.2521307,5.676144,-3.5684621,6.0220575,-2.0672457,-1.8686365000000005,2.1856453,-2.1766415,2.2847066000000003,-9.792485,4.2198057,-2.2952492,-3.942034,1.1688937,0.4549888,2.690701,0.37717968,0.08181348,-0.409392,0.18416047,0.3489972,1.2169129,1.1322157,-1.1528655,0.4606012,-0.46288353,0.514877,0.46285626,0.7603654000000001,1.2318022,0.46932915,0.62030315,1.5426494,0.48126537,-0.55798,0.29873648,-0.64729285,0.2512948,0.63381654,-0.22724646,0.78607106,-0.87192553,-0.36954227,-0.28960615
BRD-K64157027,O=C(O)Cc1ccc(OCCNCC(O)c2ccccc2)cc1,1.1119803999999998,0.14619482,7.912367,-0.70263046,1.5813111,-2.0957236,0.6636549,1.6229124,-0.7473223000000001,3.6813595,-0.963164,-1.5844675,4.027746700000002,1.4785955,1.7741485,0.36532646,-0.6371802,1.7522211,1.9223175,-0.76573294,0.94651884,-4.5302760000000015,0.105491206,6.0277699999999985,3.163786,-0.4700548,0.91904527,-1.002533,-0.46607417,0.42661113,0.023461476,0.70707,0.6299885000000001,0.08389453599999999,0.09607047,-0.4717812,0.2800945,1.1195785,0.7301605999999999,1.2652093999999998,0.80325025,1.4787434,0.4100367999999999,0.307166,0.9783046,-1.0635139999999998,0.67246515,-0.4668042000000001,-0.08994187,0.7612985,-0.055536866,-0.6641381,-0.5676555999999999,-0.50668895,0.015666664,0.15145992
BRD-K59650319,Cc1c(C(=O)N(C)C2CCCCC2)sc2nc3ccc(N)cc3n12,3.9660802,1.443232,-1.5759104,-0.37543824,3.1026113,-3.5899458,0.35666496,-0.5409045,-0.6529052,-0.84014714,-0.54517204,3.5053587,-3.229462,4.402031,-0.5902242,-1.5634587,1.0082903,2.6074762,-2.7338526,0.46728018,-0.5383628,-0.097512215,1.4501017,-2.9070663,-1.4824071,2.0274456,-1.6334642,3.4194152,0.18927644,0.14216769,-0.8576886999999999,0.92082494,0.8320716999999999,1.0612323,0.41757837,0.53236324,-0.119059,0.121605605,0.12142113,0.39364713,-0.8808130999999999,-0.4816407999999999,0.083358794,0.41926405,2.3941734,0.09257114,-0.74739915,-1.1267264,-0.7318222,-0.36373386,0.0022344813,0.4025647,0.42417282,0.97750854,-0.83063996,1.1751263
BRD-A44133049,CN1C(=O)COc2c(C(=O)NC3CN4CCC3CC4)cc(Cl)cc21,-1.3753030000000002,0.98523986,-0.34483474,-1.3394246,-3.8803523,-2.0183828,0.56032383,-0.9341751,-2.5281205,0.22279103,3.3077161,-0.24700692,1.2749039,1.7680186999999998,5.791601,-0.8130268,3.5657525000000003,0.5324422,2.0900495,1.9327317,-2.090646,2.2712946,0.59380865,-0.70694524,-2.295316,2.5367262000000004,-0.43484348,0.47515863,0.54299283,-1.0853109,-0.18771517,0.81779003,1.8962773,0.61649436,-0.24062899,0.16310647,-0.61297864,-0.048304662000000005,-0.32159865,-0.55569124,-0.19455765,-0.58438295,-0.8536058000000001,0.7430981,1.169981,0.3446066,-1.7320439,1.3560546999999998,0.18707788,0.5445477,-0.98743474,1.1036391,2.3281603,-0.79601085,-0.11336337,1.2403431
BRD-K88358234,FC(F)(F)c1cccc(C2=CCN(CCc3ccc4ccccc4c3)CC2)c1,1.2114200000000002,-4.116585,2.1784148,3.2842133,0.13376670000000002,4.5054555,0.6734406999999999,-0.030421477,4.3967550000000015,2.1598744,2.8467157000000003,0.0909726,2.1950374,5.1800323,-1.1738105,0.6368901,-2.0159323,-1.8079047,1.8205854,-0.4014674,0.26584104,0.09824484,-2.6983407,3.3485553,-1.1565872,1.1892208999999998,-4.453833,2.2175193,1.3300647,1.4765656,-0.14599764,1.166533,-0.18735823,0.21252222,0.13589497,-0.30480435,1.2367101,-0.33564448,0.05010041,0.052411325,-0.5500736999999999,0.025534436,0.022464082000000003,-0.24307512,1.4526256000000002,0.68982613,0.5284959,-0.33231512,0.5395183000000001,-0.2415155,0.64097035,0.68813425,0.07339923,0.27903074,-1.2237058,0.44569564
BRD-K53318339,CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32,-0.14312479,-1.3030372,-3.9131504999999995,-2.8438451000000002,2.1757193,-1.5501794,-0.29225153,-1.5004283,2.472648,1.7007645,-0.31322744,3.0722617999999997,-5.261208,4.850296,-0.086274244,7.701201400000001,-4.010887,-1.7350675,-2.1291854,3.5935184999999996,0.21997438,4.323879,0.7531633000000001,-0.91355324,5.0676190000000005,-1.5037083999999998,-2.9353626,-0.90136564,-0.6473379,-0.5877491,-0.7101863,1.1330167,1.3285007,0.73556423,-0.21059722,-1.3327447000000001,-0.44028345,1.0138847,-0.60772884,-0.46825522,0.5634373,0.5916098000000001,-0.55603945,0.10548198,0.17533834,0.8467139000000001,-1.7369918999999998,0.2937774,0.06042452,-0.3919074,0.44832635,0.5156622999999999,1.9943925999999998,-1.1147407,1.2056946000000002,0.66276693
BRD-A22783572,CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(C(=O)OC)C5(CC)C=CCN6CCC43C65)C2)C1,3.3326633,-1.2076653,1.7493831000000002,-2.2811596,12.825086,-5.396375,4.167244,2.8336558,3.6594384,1.2006669,-1.5251751,7.421386999999998,-1.5337299,3.654018,10.66347,4.5371546999999985,-5.71397,-3.5489147000000005,-4.2643255999999985,3.068791,0.32543144,4.175707,10.534771,0.77300143,5.9750156,2.9904995,-4.642027,7.111503599999999,0.314715,-0.4322201,-0.20193058,1.3991648,0.4289757000000001,0.41000608,-0.17762586,1.0129349,-0.48309305,-0.4545346,0.9013901,0.11634028,0.16916536,0.04877394,0.73294294,0.25877625,1.0648773,-0.42653772,0.6638023000000001,0.03987164,0.21078154,-0.23803782,0.36071268,1.0396564,0.7672954000000001,-1.2287685,0.75484973,0.6658961999999999
BRD-K62206109,c1nc(CCCC2CCNCC2)c[nH]1,3.9384582,-5.265672,3.8252473,0.6219044,-1.3821446000000002,0.54975766,-4.4960203000000005,-1.7926296000000002,-1.632728,6.9270744,0.5511935,-2.0062413,-1.1615447,2.7941887000000003,-8.739417999999999,1.6411431,1.6141541,1.8732207,3.3362248,2.7154348,0.8837072,-2.3858676,5.26767,0.7532749,-6.0245914,-0.368287,-1.0297958,2.5441136,2.1580646,-0.2383338,1.3897545,1.1380155,2.2603319,1.2097499,-0.37707955,-1.1672928,-0.13751799,-1.239337,-0.54251575,1.8762686,-1.8003566999999998,-1.0642646999999998,-1.474237,-0.90844023,1.9492761000000003,0.58606154,0.21257932,1.3529006,0.41797513,-1.0340934000000002,-0.63755304,0.23395094,-0.32919174,-0.66994894,-0.8333111999999999,1.4511515
BRD-K46272620,CC(C)C(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,-2.4022603,-0.59314644,-1.0023868,-3.2590125,4.6351795,0.20160928,2.3194456000000003,2.2468574,-0.5363469,3.0823286,-1.7874093999999998,4.8332024,-0.43159375,-1.9723117,-1.7146796000000002,3.5392575,-4.5334773,-1.4561474,0.7232980999999999,-2.5231326000000003,-1.2640617,0.09488062,5.9847199999999985,3.1704404,1.1903534,-2.0169163,-3.4451120000000004,1.4369487,-0.08980067,0.007140696,0.054408066,1.0645783000000002,1.2914015,0.7853708,-0.13821787,0.30019134,-0.025359944,-0.0200245,-1.263047,0.6847883000000001,0.5831589,-0.09162524,0.5432593000000001,-0.3909378,1.2754802,-0.086403035,-0.68954194,-0.94798744,-0.62319005,-0.261554,-0.29240370000000004,0.83935875,0.17742539999999998,-0.881761,-0.11055496,-0.17457673
BRD-A14574269,Clc1ccc(C2=CCCC3CCC2N3)cn1,-1.0424379,-0.7534367,-1.4782193,-0.110521875,-0.6200203000000001,2.690755,-1.4684433,-2.0296628,-2.921307,0.12006144,0.8311181000000001,-2.480904,1.0368768,2.4570134,-1.9433333,0.9256542,3.3612645,0.7656651,2.9646134,0.1372028,0.29553252,2.2630262,-0.7836307,-1.2044674,0.22480303,2.30862,0.71894634,-2.531735,-0.54391134,-0.13394693,0.30031103,-0.06967255,1.1027935,1.5277592,1.5072917,0.18892643,-0.2541936,1.1718508,-0.52641183,-0.8411504000000001,0.8347619000000001,0.5103589,-1.1898339,0.5180978,1.328335,0.08399892,-1.0930129,-0.80364233,-1.7018142,-0.79912525,0.40396464,-0.5878223000000001,-0.37329474,-1.5998734,-1.9269531,-0.30589545
BRD-A87479750,NC(=O)N1C(=O)C(C(=O)c2cccs2)c2cc(Cl)ccc21,-2.2989879,1.6554066000000005,-3.9169145,-1.1440487,-5.6692870000000015,-0.8077194999999999,1.990741,0.8378755999999999,-0.66834027,1.9179733,2.3518631,0.33504295,1.8928154,-2.7026932,5.1128263,1.7731457,-0.16769515,-1.4664301000000002,2.9743924,0.100798436,2.0952945,3.332136,4.506828,-0.972788,-0.28596207,3.3355677000000004,0.40831718,0.446247,-1.2389647,-0.5173121,0.52961886,0.47176915,0.018410213,1.826041,0.33697128,0.28176862,-0.31239593,-0.53671134,0.076826304,0.2145597,0.5838797,-0.3100564,1.1496056,0.53205293,1.9719144,-0.19754882,-0.30874193,0.08641801,-1.3730677,-0.57798743,-0.27870566,-0.82638574,0.37813628,-1.3691298,-1.1095166,-0.24631956
BRD-A23723433,CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,-7.153814,9.9857,2.9951866000000003,1.4098114,13.312797,-6.609033599999999,-1.7940326000000002,-4.1391406,0.21221009,8.90065,3.8338602,5.5545835,1.1816169,-0.6277522,15.650082,-2.3916316,-2.789784,-3.4995422,-2.2483265,-0.4358592000000001,0.9843456,-0.07076995,14.692901999999998,3.1688926,8.762780000000001,4.615281,0.111849144,7.8830485,0.5313083000000001,-0.058869004,0.026286082,0.34551352,0.1271308,0.030619979,0.52046067,-0.045998774000000006,0.7492319000000001,0.0634481,0.33253288,0.052297406,-0.07054349,0.14770207,0.11042752,0.7437647,1.4098206,0.1683438,-0.10042212,0.247443,-0.78691894,0.057107016,-0.31652328,0.4327048,0.7128369999999999,0.45791742,0.07305817,0.46271217
BRD-A98378129,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,-2.4129682,1.6859255000000002,1.2863715,6.559237,1.1727253999999998,1.3188928,-3.1117191,-1.352648,-0.2834643,3.935344,3.4603667,2.3802578,0.4905115,3.465585,7.741772,-1.7920200000000002,0.7067137,-1.6240537,-2.5813143,1.8356692,1.1223208999999998,0.26133470000000003,-4.49372,3.289995,1.7986639,-0.55067766,1.4394152,-1.2909055,-0.16059351,-0.4784351,-0.43057683,-0.8213773999999999,0.35980812,0.55645084,1.94922,0.8842458000000001,0.09751907,-0.5706009,-0.5821381,-0.92703307,0.07621105,-0.3963541,0.6193966,-0.52463853,0.76868737,-0.7471091999999999,-0.7932161,-0.023139115,-0.31803355,-0.4190665,1.475738,0.2269164,1.040659,0.15261489,0.3240252,-0.5091342000000001
